0,70,0,360,-3
1,35,0,360,-3
2,23,38,360,-3
3,17,34,360,-3
4,14,30,360,-1
5,13,27,360,-1
6,12,25,360,0
7,11,23,360,1
8,11,22,360,3
9,11,21,360,5
10,13,21,360,9
11,15,20,360,12
12,19,41,360,16
13,26,46,360,20
14,36,54,360,23
15,46,60,360,28
16,59,70,360,31
17,73,81,360,36
18,84,92,360,41
19,99,105,360,45
20,100,104,360,49
21,102,104,360,53
22,109,105,360,58
23,113,107,360,63
24,115,109,360,67
25,116,110,360,72
26,116,113,360,77
27,116,113,360,81
28,116,113,360,86
29,117,115,360,91
30,118,117,360,96
31,120,121,360,100
32,121,124,360,105
33,124,126,360,111
34,127,128,360,116
35,128,129,360,121
36,129,130,360,126
37,133,132,360,131
38,136,134,360,137
39,137,134,360,141
40,138,136,360,147
41,139,138,360,152
42,141,138,360,158
43,141,138,360,163
44,142,139,360,169
45,143,142,360,174
46,144,141,360,180
47,143,141,360,185
48,142,141,360,191
49,144,143,360,197
50,145,145,360,202
51,146,145,360,208
52,147,147,360,213
53,148,148,360,219
54,149,149,360,224
55,150,148,360,230
56,150,149,360,235
57,149,150,360,241
58,149,150,360,246
59,148,149,360,252
60,148,149,360,257
61,148,148,360,263
62,148,147,360,268
63,147,146,360,274
64,148,147,360,280
65,148,147,360,285
66,150,148,360,291
67,151,150,360,296
68,152,151,360,302
69,153,151,360,307
70,152,150,360,313
71,151,149,360,318
72,150,148,360,324
73,149,148,360,329
74,149,147,360,335
75,149,147,360,341
76,149,146,360,346
77,149,145,360,352
78,148,144,360,357
79,149,144,360,363
80,150,145,360,368
81,150,146,360,374
82,152,146,360,379
83,153,147,360,385
84,151,147,360,390
85,151,146,360,396
86,151,157,360,402
87,151,157,360,407
88,151,158,360,413
89,151,158,360,418
90,150,158,360,424
91,150,157,360,430
92,150,158,360,435
93,149,159,360,440
94,148,160,360,446
95,148,161,360,452
96,149,150,360,457
97,149,150,360,463
98,149,151,360,468
99,149,152,360,474
100,149,151,360,479
101,148,150,360,485
102,147,148,360,490
103,148,147,360,496
104,150,146,360,501
105,150,145,360,507
106,149,145,360,512
107,149,144,360,518
108,149,143,360,523
109,149,142,360,529
110,150,143,360,534
111,150,144,360,540
112,151,145,360,545
113,151,146,360,551
114,149,146,360,556
115,149,146,360,562
